sentence_id,words,labels
18,should,O
18,have,O
18,12,B-CPU
18,CPU,I-CPU
18,cores,I-CPU
18,64GB,B-RAM
18,RAM,I-RAM
18,a,O
18,250GB,B-DISK
18,SSD,I-DISK
18,and,O
18,an,O
18,extra,O
18,disk,O
18,RenderExtra250,B-EXTRA_DISK
18,.,O
18,Install,O
18,CentOS,B-OS
18,7,I-OS
18,ensure,O
18,a,O
18,public,B-NETWORK
18,IPV4,B-PROTOCOL
18,address,O
18,add,O
18,SSH,B-SSH
18,Key-RenderKey,I-SSH
18,and,O
18,Firewall-RenderWall,B-FIREWALL
18,.,O
18,Opt,O
18,for,O
18,daily,B-BACKUP
18,backups,O
18,.,O
19,Order,O
19,a,O
19,Small,B-PLAN
19,WebDev,B-SERVER
19,server,O
19,in,O
19,the,O
19,Deneb,B-DATACENTER
19,data,I-DATACENTER
19,center,I-DATACENTER
19,.,O
19,Required,O
19,2,B-CPU
19,CPU,I-CPU
19,cores,I-CPU
19,4GB,B-RAM
19,RAM,I-RAM
19,30GB,B-DISK
19,SSD,I-DISK
19,and,O
19,10GB,B-EXTRA_DISK_SIZE
19,extra,O
19,disk,O
19,.,O
19,OS,O
19,Ubuntu,B-OS
19,18.04,I-OS
19,network,O
19,private,B-NETWORK
19,IPV4,B-PROTOCOL
19,security,O
19,SSH,B-SSH
19,Key-WebDevAccess,I-SSH
19,Firewall-WebSafe,B-FIREWALL
19,.,O
19,Weekly,B-BACKUP
19,backups,O
19,.,O
20,Create,O
20,a,O
20,DataArchiver,B-SERVER
20,server,O
20,in,O
20,the,O
20,Spica,B-DATACENTER
20,data,I-DATACENTER
20,center,I-DATACENTER
20,under,O
20,a,O
20,Medium,B-PLAN
20,plan,I-PLAN
20,.,O
20,Specs,O
20,6,B-CPU
20,CPU,I-CPU
20,cores,I-CPU
20,16GB,B-RAM
20,RAM,I-RAM
20,80GB,B-DISK
20,SSD,I-DISK
20,and,O
20,ExtraArchive80,B-EXTRA_DISK
20,.,O
20,OS,O
20,Windows,B-OS
20,Server,I-OS
20,2016,I-OS
20,network,O
20,public,B-NETWORK
20,IPV6,B-PROTOCOL
20,SSH,B-SSH
20,Key-ArchiveKey,I-SSH
20,and,O
20,Firewall-ArchiveGuard,B-FIREWALL
20,.,O
20,Monthly,B-BACKUP
20,backups,O
20,.,O
21,Set,O
21,up,O
21,a,O
21,Large,B-PLAN
21,VideoProc,B-SERVER
21,server,O
21,in,O
21,the,O
21,Capella,B-DATACENTER
21,data,I-DATACENTER
21,center,I-DATACENTER
21,.,O
21,Include,O
21,10,B-CPU
21,CPU,I-CPU
21,cores,I-CPU
21,64GB,B-RAM
21,RAM,I-RAM
21,200GB,B-DISK
21,SSD,I-DISK
21,and,O
21,ExtraVideo200,B-EXTRA_DISK
21,.,O
21,Preferred,O
21,OS,O
21,Debian,B-OS
21,11,I-OS
21,network,O
21,private,B-NETWORK
21,IPV4,B-PROTOCOL
21,SSH,B-SSH
21,Key-VideoSecure,I-SSH
21,and,O
21,Firewall-VideoShield,B-FIREWALL
21,.,O
21,Daily,B-BACKUP
21,backups,O
21,.,O
22,Need,O
22,a,O
22,Small,B-PLAN
22,MailServer,B-SERVER
22,in,O
22,the,O
22,Bellatrix,B-DATACENTER
22,data,I-DATACENTER
22,center,I-DATACENTER
22,.,O
22,Specifications,O
22,2,B-CPU
22,CPU,I-CPU
22,cores,I-CPU
22,4GB,B-RAM
22,RAM,I-RAM
22,25GB,B-DISK
22,SSD,I-DISK
22,and,O
22,a,O
22,40GB,B-EXTRA_DISK_SIZE
22,extra,O
22,disk,O
22,.,O
22,Install,O
22,CentOS,B-OS
22,8,I-OS
22,use,O
22,a,O
22,public,B-NETWORK
22,IPV6,B-PROTOCOL
22,network,O
22,address,O
22,include,O
22,SSH,B-SSH
22,Key-MailAccess,I-SSH
22,and,O
22,Firewall-MailGate,B-FIREWALL
22,.,O
22,Weekly,B-BACKUP
22,backups,O
22,.,O
23,Deploy,O
23,a,O
23,CodeBuild01,B-SERVER
23,server,O
23,with,O
23,a,O
23,Medium,B-PLAN
23,plan,I-PLAN
23,in,O
23,the,O
23,Procyon,B-DATACENTER
23,data,I-DATACENTER
23,center,I-DATACENTER
23,.,O
23,It,O
23,should,O
23,have,O
23,4,B-CPU
23,CPU,I-CPU
23,cores,I-CPU
23,8GB,B-RAM
23,RAM,I-RAM
23,a,O
23,40GB,B-DISK
23,SSD,I-DISK
23,and,O
23,an,O
23,extra,O
23,disk,O
23,with,O
23,90GB,B-EXTRA_DISK_SIZE
23,size,O
23,.,O
23,Operating,O
23,system,O
23,Ubuntu,B-OS
23,20.04,I-OS
23,network,O
23,private,B-NETWORK
23,IPV4,B-PROTOCOL
23,SSH,B-SSH
23,Key-CodeMaster,I-SSH
23,and,O
23,Firewall-CodeSafe,B-FIREWALL
23,.,O
23,Opt,O
23,for,O
23,monthly,B-BACKUP
23,backups,O
23,.,O
24,Order,O
24,a,O
24,Large,B-PLAN
24,VRDesign,B-SERVER
24,server,O
24,in,O
24,the,O
24,Arcturus,B-DATACENTER
24,data,I-DATACENTER
24,center,I-DATACENTER
24,.,O
24,Required,O
24,12,B-CPU
24,CPU,I-CPU
24,cores,I-CPU
24,64GB,B-RAM
24,RAM,I-RAM
24,250GB,B-DISK
24,SSD,I-DISK
24,and,O
24,an,O
24,100GB,B-EXTRA_DISK_SIZE
24,aditional,O
24,disk,O
24,.,O
24,OS,O
24,Windows,B-OS
24,Server,I-OS
24,2019,I-OS
24,network,O
24,public,B-NETWORK
24,IPV6,B-PROTOCOL
24,SSH,B-SSH
24,Key-VRSecure,I-SSH
24,Firewall-VRGuard,B-FIREWALL
24,.,O
24,Daily,B-BACKUP
24,backups,O
24,.,O
25,Set,O
25,up,O
25,a,O
25,BatchCompute,B-SERVER
25,server,O
25,in,O
25,the,O
25,Fomalhaut,B-DATACENTER
25,data,I-DATACENTER
25,center,I-DATACENTER
25,under,O
25,a,O
25,Medium,B-PLAN
25,plan,I-PLAN
25,.,O
25,Include,O
25,6,B-CPU
25,CPU,I-CPU
25,cores,I-CPU
25,12GB,B-RAM
25,RAM,I-RAM
25,60GB,B-DISK
25,SSD,I-DISK
25,and,O
25,ExtraBatch60,B-EXTRA_DISK
25,.,O
25,OS,O
25,Debian,B-OS
25,9,I-OS
25,network,O
25,private,B-NETWORK
25,IPV4,B-PROTOCOL
25,SSH,B-SSH
25,Key-ComputeAccess,I-SSH
25,Firewall-ComputeShield,B-FIREWALL
25,.,O
25,Monthly,B-BACKUP
25,backups,O
25,.,O
26,Create,O
26,a,O
26,Small,B-PLAN
26,IoTGateway,B-SERVER
26,server,O
26,in,O
26,the,O
26,Achernar,B-DATACENTER
26,data,I-DATACENTER
26,center,I-DATACENTER
26,.,O
26,Specs,O
26,2,B-CPU
26,CPU,I-CPU
26,cores,I-CPU
26,4GB,B-RAM
26,RAM,I-RAM
26,20GB,B-DISK
26,SSD,I-DISK
26,and,O
26,ExtraIoT20,B-EXTRA_DISK
26,.,O
26,Operating,O
26,system,O
26,CentOS,B-OS
26,7,I-OS
26,network,O
26,public,B-NETWORK
26,IPV4,B-PROTOCOL
26,SSH,B-SSH
26,Key-IoTSecure,I-SSH
26,Firewall-IoTGate,B-FIREWALL
26,.,O
26,Weekly,B-BACKUP
26,backups,O
26,.,O
27,Configure,O
27,a,O
27,NetworkMonitor,B-SERVER
27,server,O
27,with,O
27,a,O
27,Large,B-PLAN
27,plan,I-PLAN
27,in,O
27,the,O
27,Aldebaran,B-DATACENTER
27,data,I-DATACENTER
27,center,I-DATACENTER
27,.,O
27,It,O
27,should,O
27,have,O
27,10,B-CPU
27,CPU,I-CPU
27,cores,I-CPU
27,32GB,B-RAM
27,RAM,I-RAM
27,a,O
27,150GB,B-DISK
27,SSD,I-DISK
27,and,O
27,ExtraNet150,B-EXTRA_DISK
27,.,O
27,OS,O
27,Ubuntu,B-OS
27,18.04,I-OS
27,network,O
27,private,B-NETWORK
27,IPV6,B-PROTOCOL
27,SSH,B-SSH
27,Key-NetMaster,I-SSH
27,and,O
27,Firewall-NetSafe,B-FIREWALL
27,.,O
27,Daily,B-BACKUP
27,backups,O
27,.,O
28,Need,O
28,a,O
28,Medium,B-PLAN
28,AppTesting,B-SERVER
28,server,O
28,in,O
28,the,O
28,Castor,B-DATACENTER
28,data,I-DATACENTER
